cust_num,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,change_1,change_2,change_3,change_4,change_5,change_6,change_7,change_8,change_9,change_10,change_11
2018,-0.333572292,-0.338447074,-0.339191808,-0.359964066,-0.373983052,-0.365506619,-0.351452536,-0.355817754,-0.357788538,-0.35678233,-0.366123885,-0.362255545,-0.004874782,-0.000744734,-0.020772258,-0.014018986,0.008476433,0.014054083,-0.004365218,-0.001970784,0.001006208,-0.009341555,0.00386834
2019,-0.015488923,-0.021056533,-0.03037054,-0.038399821,-0.043418959,-0.05148645,-0.060088095,-0.066058812,-0.073972998,0.08231348,0.079047387,0.061627447,-0.00556761,-0.009314007,-0.008029281,-0.005019138,-0.008067491,-0.008601645,-0.005970717,-0.007914186,0.156286478,-0.003266093,-0.01741994
2020,-0.214810241,-0.209417414,-0.204476174,-0.185977652,-0.171482876,-0.102629325,-0.068089283,-0.321299035,-0.339352739,-0.342041332,-0.346522658,-0.363836452,0.005392827,0.00494124,0.018498522,0.014494776,0.068853551,0.034540042,-0.253209752,-0.018053704,-0.002688593,-0.004481326,-0.017313794
2021,-0.256039976,-0.219628293,-0.209019055,-0.176503648,-0.286890041,-0.329109565,-0.317172256,-0.270600354,-0.274171889,-0.298054445,-0.31002475,-0.313019408,0.036411683,0.010609238,0.032515407,-0.110386393,-0.042219524,0.011937309,0.046571902,-0.003571535,-0.023882556,-0.011970305,-0.002994658
2022,-0.380007309,-0.381518334,-0.381905798,-0.380296098,-0.375154706,-0.37433114,-0.374755568,-0.373903365,-0.373311001,-0.365936183,-0.365697121,-0.36795257,-0.001511025,-0.000387464,0.0016097,0.005141392,0.000823566,-0.000424428,0.000852203,0.000592364,0.007374818,0.000239062,-0.002255449
2023,-0.343936086,-0.360376199,-0.371238818,-0.343976942,-0.346585303,-0.367909224,-0.352299915,-0.348433365,-0.343131508,-0.353968992,-0.349784081,-0.350790446,-0.016440113,-0.010862619,0.027261876,-0.002608361,-0.021323921,0.015609309,0.00386655,0.005301857,-0.010837484,0.004184911,-0.001006365
2024,0.079718816,-0.194844663,-0.202795813,-0.236513223,-0.225278703,-0.229722753,-0.22852433,-0.033689706,-0.082885066,-0.120133078,-0.102485359,-0.217234636,-0.274563479,-0.00795115,-0.03371741,0.01123452,-0.00444405,0.001198423,0.194834624,-0.04919536,-0.037248012,0.017647719,-0.114749277
2025,-0.292619595,-0.292617416,-0.292615237,-0.292613058,-0.292610801,-0.292608622,-0.292606443,-0.292604264,-0.292602008,-0.292599751,-0.292597728,-0.292595549,2.179E-06,2.179E-06,2.179E-06,2.257E-06,2.179E-06,2.179E-06,2.179E-06,2.256E-06,2.257E-06,2.023E-06,2.179E-06
2026,-0.107662937,-0.115429655,-0.115462417,-0.117103946,-0.11671726,-0.133259939,-0.131924164,-0.144470645,-0.168622613,-0.192783219,-0.181171118,-0.195210337,-0.007766718,-3.2762E-05,-0.001641529,0.000386686,-0.016542679,0.001335775,-0.012546481,-0.024151968,-0.024160606,0.011612101,-0.014039219
2027,0.434573473,0.370723652,0.235437755,0.120547857,0.145721675,0.005928461,-0.085465334,-0.25256805,-0.217785522,-0.195862778,-0.20493103,-0.255098591,-0.063849821,-0.135285897,-0.114889898,0.025173818,-0.139793214,-0.091393795,-0.167102716,0.034782528,0.021922744,-0.009068252,-0.050167561
2028,-0.136828595,-0.106855947,-0.090482681,-0.077136913,-0.058233262,-0.047971801,-0.03620624,-0.029407132,-0.019622005,-0.028538197,-0.005022561,0.012993945,0.029972648,0.016373266,0.013345768,0.018903651,0.010261461,0.011765561,0.006799108,0.009785127,-0.008916192,0.023515636,0.018016506
2029,-0.339673279,-0.334588228,-0.354875669,-0.357317729,-0.3505815,-0.349830151,-0.36064063,-0.360141417,-0.351348491,-0.346599466,-0.345736912,-0.347669564,0.005085051,-0.020287441,-0.00244206,0.006736229,0.000751349,-0.010810479,0.000499213,0.008792926,0.004749025,0.000862554,-0.001932652
2030,-0.072082368,-0.121590174,-0.203815951,-0.196388605,-0.255711811,-0.233675294,-0.255593058,-0.157892132,-0.226620704,-0.265970237,-0.325912109,-0.338301784,-0.049507806,-0.082225777,0.007427346,-0.059323206,0.022036517,-0.021917764,0.097700926,-0.068728572,-0.039349533,-0.059941872,-0.012389675
2031,-0.324490421,-0.333802327,-0.351676501,-0.354352409,-0.367944477,-0.36151439,-0.373321507,-0.377329455,-0.36853186,-0.36842906,-0.368994498,-0.335321679,-0.009311906,-0.017874174,-0.002675908,-0.013592068,0.006430087,-0.011807117,-0.004007948,0.008797595,0.0001028,-0.000565438,0.033672819
2032,-0.009957654,-0.009937187,-0.009917343,-0.009896876,-0.00987641,-0.009856566,-0.009836099,-0.010205432,-0.010184887,-0.010164421,-0.010145277,-0.008116906,2.0467E-05,1.9844E-05,2.0467E-05,2.0466E-05,1.9844E-05,2.0467E-05,-0.000369333,2.0545E-05,2.0466E-05,1.9144E-05,0.002028371
2033,0.256084256,0.174325552,0.236153774,0.24917908,0.284590236,0.367215228,0.395522534,0.425101648,0.405648356,0.430793692,0.274216013,0.26601405,-0.081758704,0.061828222,0.013025306,0.035411156,0.082624992,0.028307306,0.029579114,-0.019453292,0.025145336,-0.156577679,-0.008201963
2034,-0.051349643,-0.023849015,0.01654766,0.08039787,0.01406381,0.019017968,0.106285529,0.119082278,0.175236276,0.150573967,0.170106713,0.209898106,0.027500628,0.040396675,0.06385021,-0.06633406,0.004954158,0.087267561,0.012796749,0.056153998,-0.024662309,0.019532746,0.039791393
2035,0.342125378,0.356958825,0.37412624,0.340166733,0.358113124,0.372113122,0.365570509,0.383516121,0.398529488,0.365483973,0.382191319,0.391233657,0.014833447,0.017167415,-0.033959507,0.017946391,0.013999998,-0.006542613,0.017945612,0.015013367,-0.033045515,0.016707346,0.009042338
2036,-0.394826593,-0.394177187,-0.393527782,-0.407127086,-0.406478148,-0.405829287,-0.405180349,-0.404531332,-0.403882316,-0.404310247,-0.403661308,-0.403012214,0.000649406,0.000649405,-0.013599304,0.000648938,0.000648861,0.000648938,0.000649017,0.000649016,-0.000427931,0.000648939,0.000649094
2037,-0.31631834,-0.311425971,-0.339691099,-0.303408908,-0.293308688,-0.306865815,-0.327060417,-0.309408651,-0.313569126,-0.318602582,-0.276289441,-0.262745389,0.004892369,-0.028265128,0.036282191,0.01010022,-0.013557127,-0.020194602,0.017651766,-0.004160475,-0.005033456,0.042313141,0.013544052
2038,-0.286488258,-0.233950542,-0.226399229,-0.256227989,-0.258412232,-0.273571744,-0.265593045,-0.247955521,-0.283061779,-0.272061419,-0.244517057,-0.227667535,0.052537716,0.007551313,-0.02982876,-0.002184243,-0.015159512,0.007978699,0.017637524,-0.035106258,0.01100036,0.027544362,0.016849522
2039,-0.299357147,-0.326814117,-0.354758862,-0.364784296,-0.330871559,-0.318285,-0.291860464,-0.313021587,-0.336354735,-0.329262714,-0.33448037,-0.246306366,-0.02745697,-0.027944745,-0.010025434,0.033912737,0.012586559,0.026424536,-0.021161123,-0.023333148,0.007092021,-0.005217656,0.088174004
2040,0.474686729,0.50311987,0.318898608,0.253757213,0.213134783,0.219701832,0.249104373,0.184437055,0.188330686,0.130831264,0.106788555,0.414541359,0.028433141,-0.184221262,-0.065141395,-0.04062243,0.006567049,0.029402541,-0.064667318,0.003893631,-0.057499422,-0.024042709,0.307752804
2041,-0.38966201,-0.386673345,-0.378627877,-0.377164789,-0.370410816,-0.374194955,-0.364896201,-0.361155174,-0.343323879,-0.33236095,-0.324670107,-0.328230825,0.002988665,0.008045468,0.001463088,0.006753973,-0.003784139,0.009298754,0.003741027,0.017831295,0.010962929,0.007690843,-0.003560718
2042,-0.086974024,-0.086859396,1.113894895,-0.092900306,-0.019430024,1.154902143,0.042441154,0.051359137,-0.025278953,0.043013285,-0.149839349,3.950526435,0.000114628,1.200754291,-1.206795201,0.073470282,1.174332167,-1.112460989,0.008917983,-0.07663809,0.068292238,-0.192852634,4.100365784
2043,-0.284763229,-0.279200365,-0.278383959,-0.272729112,-0.264516488,-0.264191357,-0.265586119,-0.261434827,-0.262469907,-0.261858166,-0.255980289,-0.261915286,0.005562864,0.000816406,0.005654847,0.008212624,0.000325131,-0.001394762,0.004151292,-0.00103508,0.000611741,0.005877877,-0.005934997
2044,-0.396364466,-0.390302544,-0.39543631,-0.392900944,-0.391402915,-0.387215359,-0.380662784,-0.382221824,-0.376677248,-0.381053361,-0.382244314,-0.379790737,0.006061922,-0.005133766,0.002535366,0.001498029,0.004187556,0.006552575,-0.00155904,0.005544576,-0.004376113,-0.001190953,0.002453577
2045,-0.369356982,-0.36432944,-0.372280746,-0.370603187,-0.376865494,-0.377537701,-0.367760666,-0.369810827,-0.383585614,-0.379795639,-0.38366359,-0.391220817,0.005027542,-0.007951306,0.001677559,-0.006262307,-0.000672207,0.009777035,-0.002050161,-0.013774787,0.003789975,-0.003867951,-0.007557227
2046,0.165099715,0.18440725,0.221388263,0.147606001,0.10453155,0.154277796,0.153364192,0.037326065,-0.048060904,-0.064161412,-0.124113011,-0.02835571,0.019307535,0.036981013,-0.073782262,-0.043074451,0.049746246,-0.000913604,-0.116038127,-0.085386969,-0.016100508,-0.059951599,0.095757301
2047,1.117141922,1.150192728,1.156949268,1.234313338,1.298837934,1.175495727,1.211566327,1.244049905,1.007160113,1.600668113,1.738994115,1.740181877,0.033050806,0.00675654,0.07736407,0.064524596,-0.123342207,0.0360706,0.032483578,-0.236889792,0.593508,0.138326002,0.001187762
2048,0.025327512,0.049142909,0.076382218,0.141893413,0.192011792,0.217111136,0.272910432,0.312756533,0.382329916,0.427623551,0.5287915,0.841473637,0.023815397,0.027239309,0.065511195,0.050118379,0.025099344,0.055799296,0.039846101,0.069573383,0.045293635,0.101167949,0.312682137
2049,-0.376093211,-0.379255026,-0.37925487,-0.383426551,-0.384390815,-0.378498307,-0.382339021,-0.393055339,-0.399960281,-0.394945657,-0.395009002,-0.397065933,-0.003161815,1.56E-07,-0.004171681,-0.000964264,0.005892508,-0.003840714,-0.010716318,-0.006904942,0.005014624,-6.3345E-05,-0.002056931
2050,0.797083411,0.76398529,0.786647322,0.88566986,0.82603094,0.831401044,1.393512062,1.266642833,1.346766545,1.184086322,1.566920276,1.633464916,-0.033098121,0.022662032,0.099022538,-0.05963892,0.005370104,0.562111018,-0.126869229,0.080123712,-0.162680223,0.382833954,0.06654464
2051,-0.329594382,-0.33183699,-0.351284912,-0.36270402,-0.368461978,-0.363519804,-0.364144696,-0.366503645,-0.346529272,-0.340834504,-0.324657422,-0.33790716,-0.002242608,-0.019447922,-0.011419108,-0.005757958,0.004942174,-0.000624892,-0.002358949,0.019974373,0.005694768,0.016177082,-0.013249738
2052,0.093318198,0.087523509,0.124081027,0.119488186,0.14653956,0.101492924,0.117737476,0.118988506,0.123870291,0.16668926,0.06000047,0.123838463,-0.005794689,0.036557518,-0.004592841,0.027051374,-0.045046636,0.016244552,0.00125103,0.004881785,0.042818969,-0.10668879,0.063837993
2053,2.263872374,2.295049904,2.289916761,2.286294098,2.293484094,2.290915888,2.297458658,2.316125348,2.330947589,2.327543833,2.333103506,2.343313607,0.03117753,-0.005133143,-0.003622663,0.007189996,-0.002568206,0.00654277,0.01866669,0.014822241,-0.003403756,0.005559673,0.010210101
2054,-0.374046631,-0.374046242,-0.375135406,-0.375135095,-0.375134706,-0.375134395,-0.375756641,-0.375756252,-0.375755941,-0.375755552,-0.375755318,-0.375755007,3.89E-07,-0.001089164,3.11E-07,3.89E-07,3.11E-07,-0.000622246,3.89E-07,3.11E-07,3.89E-07,2.34E-07,3.11E-07
2055,0.067498788,0.053538244,0.023813685,0.018230122,0.091682039,0.059403826,0.101981632,0.023736177,-0.165013335,-0.08974674,-0.091717836,-0.089574136,-0.013960544,-0.029724559,-0.005583563,0.073451917,-0.032278213,0.042577806,-0.078245455,-0.188749512,0.075266595,-0.001971096,0.0021437
2056,-0.318251693,-0.312727817,-0.300865838,-0.31714821,-0.313566714,-0.31860515,-0.314689263,-0.31215413,-0.284309773,-0.322838698,-0.308832474,-0.293731561,0.005523876,0.011861979,-0.016282372,0.003581496,-0.005038436,0.003915887,0.002535133,0.027844357,-0.038528925,0.014006224,0.015100913
2057,1.220676913,1.220760258,1.220840879,1.220924224,1.221007569,1.221088268,1.221171613,1.221252234,1.221335657,1.221419002,1.221496977,1.2215804,8.3345E-05,8.0621E-05,8.3345E-05,8.3345E-05,8.0699E-05,8.3345E-05,8.0621E-05,8.3423E-05,8.3345E-05,7.7975E-05,8.3423E-05
2058,-0.31893425,-0.322470844,-0.326335137,-0.306100146,-0.315803174,-0.317036539,-0.329050967,-0.329086453,-0.33535304,-0.334427608,-0.334119598,-0.331130232,-0.003536594,-0.003864293,0.020234991,-0.009703028,-0.001233365,-0.012014428,-3.5486E-05,-0.006266587,0.000925432,0.00030801,0.002989366
2059,-0.12317186,-0.131857706,-0.173290394,-0.171335408,0.000908,0.032895945,0.039539102,-0.013948248,0.033598268,0.239503834,0.096383516,0.014947453,-0.008685846,-0.041432688,0.001954986,0.172243408,0.031987945,0.006643157,-0.05348735,0.047546516,0.205905566,-0.143120318,-0.081436063
2060,-0.376967049,-0.370652836,-0.371079755,-0.365310824,-0.364566168,-0.359056766,-0.352001165,-0.358472496,-0.356485058,-0.362851021,-0.361937185,-0.364893711,0.006314213,-0.000426919,0.005768931,0.000744656,0.005509402,0.007055601,-0.006471331,0.001987438,-0.006365963,0.000913836,-0.002956526
2061,-0.142991526,-0.219983073,-0.215992323,-0.195706594,-0.195674221,-0.273813452,-0.273062492,-0.290105396,-0.282776803,-0.292039216,-0.285078943,-0.262017386,-0.076991547,0.00399075,0.020285729,3.2373E-05,-0.078139231,0.00075096,-0.017042904,0.007328593,-0.009262413,0.006960273,0.023061557
2062,-0.406628262,-0.406628262,-0.406628184,-0.402737121,-0.402736966,-0.402736888,-0.40273681,-0.402736654,-0.402736577,-0.402736499,-0.402736343,-0.402736265,0,7.8E-08,0.003891063,1.55E-07,7.8E-08,7.8E-08,1.56E-07,7.7E-08,7.8E-08,1.56E-07,7.8E-08
2063,-0.334818886,-0.357694999,0.373915116,0.183614657,0.028258825,-0.044292407,-0.045749892,-0.038393285,-0.055857816,-0.046815322,-0.038029322,0.509050198,-0.022876113,0.731610115,-0.190300459,-0.155355832,-0.072551232,-0.001457485,0.007356607,-0.017464531,0.009042494,0.008786,0.54707952
2064,-0.071646656,-0.072293182,-0.061184652,-0.03565193,-0.03939319,-0.21676445,-0.289762834,-0.285167891,-0.345411081,-0.364049834,-0.350759863,-0.353753353,-0.000646526,0.01110853,0.025532722,-0.00374126,-0.17737126,-0.072998384,0.004594943,-0.06024319,-0.018638753,0.013289971,-0.00299349
2065,-0.218082949,-0.218073299,-0.248103767,-0.248329133,-0.248554499,-0.248780098,-0.249005542,-0.249231141,-0.249456507,-0.249681873,-0.249909184,-0.249907784,9.65E-06,-0.030030468,-0.000225366,-0.000225366,-0.000225599,-0.000225444,-0.000225599,-0.000225366,-0.000225366,-0.000227311,1.4E-06
2066,0.096502113,0.1002303,0.103958797,0.11137984,0.111415793,0.115144368,0.122565566,0.122601363,0.128002829,0.132466256,0.136928593,0.141390697,0.003728187,0.003728497,0.007421043,3.5953E-05,0.003728575,0.007421198,3.5797E-05,0.005401466,0.004463427,0.004462337,0.004462104
2067,-0.344599266,-0.332559702,-0.330382073,-0.315731969,-0.325309084,-0.318016522,-0.300643118,-0.301782165,-0.310164436,-0.298297243,-0.293073595,-0.289231558,0.012039564,0.002177629,0.014650104,-0.009577115,0.007292562,0.017373404,-0.001139047,-0.008382271,0.011867193,0.005223648,0.003842037
2068,0.105258542,0.072993092,0.08972783,0.088533531,0.098787989,0.036205228,0.011823692,0.017351148,0.323415731,0.31506163,0.279011419,0.2288602,-0.03226545,0.016734738,-0.001194299,0.010254458,-0.062582761,-0.024381536,0.005527456,0.306064583,-0.008354101,-0.036050211,-0.050151219
2069,-0.137006802,-0.150164869,-0.160798075,-0.170970823,-0.180718674,-0.192857381,-0.199479915,-0.206135601,-0.214990394,-0.221577987,-0.232138433,-0.241671268,-0.013158067,-0.010633206,-0.010172748,-0.009747851,-0.012138707,-0.006622534,-0.006655686,-0.008854793,-0.006587593,-0.010560446,-0.009532835
2070,-0.299217616,-0.297064656,-0.289563771,-0.297425895,-0.31206705,-0.310308091,-0.312211483,-0.317581121,-0.324957261,-0.305130513,-0.277226935,-0.272835336,0.00215296,0.007500885,-0.007862124,-0.014641155,0.001758959,-0.001903392,-0.005369638,-0.00737614,0.019826748,0.027903578,0.004391599
2071,1.014066067,1.008692305,1.007205949,1.008834637,1.00890701,1.007342834,1.008971522,1.011765328,1.011837855,1.021249137,1.02131754,1.028394542,-0.005373762,-0.001486356,0.001628688,7.2373E-05,-0.001564176,0.001628688,0.002793806,7.2527E-05,0.009411282,6.8403E-05,0.007077002
2072,-0.070777643,-0.075963159,-0.077192632,-0.083384902,-0.075935066,-0.074517814,-0.069500544,-0.043978327,-0.057910544,-0.05305724,-0.054603751,-0.050839145,-0.005185516,-0.001229473,-0.00619227,0.007449836,0.001417252,0.00501727,0.025522217,-0.013932217,0.004853304,-0.001546511,0.003764606
2073,1.536441956,1.536529425,1.147514408,1.372361523,1.357934139,1.231423114,1.143750813,1.121361151,0.909169854,0.915645231,0.885493987,0.966719314,8.7469E-05,-0.389015017,0.224847115,-0.014427384,-0.126511025,-0.087672301,-0.022389662,-0.212191297,0.006475377,-0.030151244,0.081225327
2074,-0.308337307,-0.298501208,-0.341148118,-0.354847732,-0.381213047,-0.368277311,-0.364646478,-0.377797385,-0.383373011,-0.387590139,-0.375092372,-0.389064666,0.009836099,-0.04264691,-0.013699614,-0.026365315,0.012935736,0.003630833,-0.013150907,-0.005575626,-0.004217128,0.012497767,-0.013972294
2075,-0.320135786,-0.310654078,-0.292813599,-0.296655247,-0.275190316,-0.257982823,-0.257932396,-0.26655941,-0.254583503,-0.259399609,-0.248954025,-0.222971816,0.009481708,0.017840479,-0.003841648,0.021464931,0.017207493,5.0427E-05,-0.008627014,0.011975907,-0.004816106,0.010445584,0.025982209
2076,-0.351563585,-0.351560316,-0.351557203,-0.351553935,-0.351550744,-0.351547632,-0.351544363,-0.390451569,-0.390450324,-0.390449079,-0.390447912,-0.390446666,3.269E-06,3.113E-06,3.268E-06,3.191E-06,3.112E-06,3.269E-06,-0.038907206,1.245E-06,1.245E-06,1.167E-06,1.246E-06
2077,-0.154962298,-0.156127415,-0.120403501,-0.137331155,-0.132657848,-0.133861407,-0.146412014,-0.131696152,-0.155487814,-0.186161384,-0.236358128,-0.243192799,-0.001165117,0.035723914,-0.016927654,0.004673307,-0.001203559,-0.012550607,0.014715862,-0.023791662,-0.03067357,-0.050196744,-0.006834671
2078,0.740322653,0.728340909,0.537732128,0.221057296,0.565370496,0.579711734,0.565953911,0.595119101,0.625776485,0.603370869,0.665438231,0.929385778,-0.011981744,-0.190608781,-0.316674832,0.3443132,0.014341238,-0.013757823,0.02916519,0.030657384,-0.022405616,0.062067362,0.263947547
2079,-0.383200874,-0.383200796,-0.383200718,-0.38320064,-0.383200563,-0.383200485,-0.398764348,-0.39884209,-0.398919831,-0.398997573,-0.399075237,-0.399168543,7.8E-08,7.8E-08,7.8E-08,7.7E-08,7.8E-08,-0.015563863,-7.7742E-05,-7.7741E-05,-7.7742E-05,-7.7664E-05,-9.3306E-05
2080,1.001961679,1.020038107,1.038186518,1.067432874,1.031416048,1.025598325,1.059114493,1.061074148,1.125193615,1.101989959,1.116877179,1.122971007,0.018076428,0.018148411,0.029246356,-0.036016826,-0.005817723,0.033516168,0.001959655,0.064119467,-0.023203656,0.01488722,0.006093828
2081,-0.401843595,-0.4016878,-0.401532083,-0.401376288,-0.401220571,-0.401064776,-0.400831239,-0.400675444,-0.400519727,-0.400363932,-0.400208214,-0.3999746,0.000155795,0.000155717,0.000155795,0.000155717,0.000155795,0.000233537,0.000155795,0.000155717,0.000155795,0.000155718,0.000233614
2082,-0.281460872,-0.281421184,-0.281382741,-0.281343053,-0.281303287,-0.281264844,-0.281225078,-0.281186557,-0.281146792,-0.281107026,-0.28106975,-0.281029906,3.9688E-05,3.8443E-05,3.9688E-05,3.9766E-05,3.8443E-05,3.9766E-05,3.8521E-05,3.9765E-05,3.9766E-05,3.7276E-05,3.9844E-05
2083,-0.345250539,-0.347436728,-0.356316968,-0.335759103,-0.341937676,-0.347414938,-0.35090274,-0.343770875,-0.352270966,-0.351675489,-0.361656411,-0.341419631,-0.002186189,-0.00888024,0.020557865,-0.006178573,-0.005477262,-0.003487802,0.007131865,-0.008500091,0.000595477,-0.009980922,0.02023678
2084,-0.167102172,-0.166404285,-0.165513482,-0.17383202,-0.150680191,-0.143486226,-0.141404549,-0.150003237,-0.119264221,-0.119442584,-0.127642679,-0.1400557,0.000697887,0.000890803,-0.008318538,0.023151829,0.007193965,0.002081677,-0.008598688,0.030739016,-0.000178363,-0.008200095,-0.012413021
2085,-0.348575619,-0.343273919,-0.340354512,-0.344092348,-0.340820419,-0.297861608,-0.31949463,-0.340626492,-0.346453787,-0.341783827,-0.34097349,-0.339848451,0.0053017,0.002919407,-0.003737836,0.003271929,0.042958811,-0.021633022,-0.021131862,-0.005827295,0.00466996,0.000810337,0.001125039
2086,-0.042164272,-0.049355279,-0.050061882,-0.034179192,-0.022641409,-0.009562874,0.001586744,0.018512062,0.016835359,0.012521579,0.01651801,0.010505504,-0.007191007,-0.000706603,0.01588269,0.011537783,0.013078535,0.011149618,0.016925318,-0.001676703,-0.00431378,0.003996431,-0.006012506
2087,0.496240764,0.500939984,0.506560123,0.504131526,0.508079631,0.501353051,0.493341124,0.49775389,0.499091611,0.498583214,0.503172398,0.502568206,0.00469922,0.005620139,-0.002428597,0.003948105,-0.00672658,-0.008011927,0.004412766,0.001337721,-0.000508397,0.004589184,-0.000604192
2088,-0.290990284,-0.305000398,-0.323404914,-0.329502555,-0.351645918,-0.353200055,-0.317733881,-0.345824926,-0.391062298,-0.386893652,-0.381800508,-0.386832875,-0.014010114,-0.018404516,-0.006097641,-0.022143363,-0.001554137,0.035466174,-0.028091045,-0.045237372,0.004168646,0.005093144,-0.005032367
2089,0.604987418,0.617223244,0.643631127,0.64485632,0.656889114,0.660987566,0.659782217,0.616813601,0.619456747,0.627108214,0.647347329,0.70773036,0.012235826,0.026407883,0.001225193,0.012032794,0.004098452,-0.001205349,-0.042968616,0.002643146,0.007651467,0.020239115,0.060383031
2090,-0.094535687,-0.098266208,-0.086590295,0.05261896,0.024536864,-0.024839582,-0.029873428,0.001288227,0.048737391,0.086264542,0.082613631,0.119130838,-0.003730521,0.011675913,0.139209255,-0.028082096,-0.049376446,-0.005033846,0.031161655,0.047449164,0.037527151,-0.003650911,0.036517207
2091,0.785949201,0.77834038,0.771786715,0.773789561,0.765637947,0.761774666,0.762802742,0.761195687,0.767704216,0.745788787,0.744000957,0.732892583,-0.007608821,-0.006553665,0.002002846,-0.008151614,-0.003863281,0.001028076,-0.001607055,0.006508529,-0.021915429,-0.00178783,-0.011108374
2092,-0.142735655,-0.125638122,-0.10556842,-0.078624437,-0.129080321,0.005934531,-0.027363198,0.056733288,0.021974884,0.066144803,0.005819202,0.038946271,0.017097533,0.020069702,0.026943983,-0.050455884,0.135014852,-0.033297729,0.084096486,-0.034758404,0.044169919,-0.060325601,0.033127069
2093,-0.39345432,-0.393454165,-0.377889913,-0.377889601,-0.379056586,-0.381390943,-0.38197428,-0.383919539,-0.383919228,-0.384697269,-0.384697035,-0.384502175,1.55E-07,0.015564252,3.12E-07,-0.001166985,-0.002334357,-0.000583337,-0.001945259,3.11E-07,-0.000778041,2.34E-07,0.00019486
2094,-0.111760456,-0.194207008,0.060745672,-0.088106612,-0.029398572,-0.156929347,-0.105901333,0.009747852,-0.154279119,-0.162721778,-0.108624633,-0.065308474,-0.082446552,0.25495268,-0.148852284,0.05870804,-0.127530775,0.051028014,0.115649185,-0.164026971,-0.008442659,0.054097145,0.043316159
2095,-0.056462008,-0.051074394,-0.059262195,-0.096404216,-0.131679576,-0.124197445,-0.10767033,-0.121122089,-0.108405493,-0.131965097,-0.121700522,-0.128991684,0.005387614,-0.008187801,-0.037142021,-0.03527536,0.007482131,0.016527115,-0.013451759,0.012716596,-0.023559604,0.010264575,-0.007291162
2096,-0.368803917,-0.366261781,-0.334668849,-0.335205183,-0.34077147,-0.337890741,-0.337387403,-0.333737736,-0.335506267,-0.336183065,-0.336131782,-0.34086641,0.002542136,0.031592932,-0.000536334,-0.005566287,0.002880729,0.000503338,0.003649667,-0.001768531,-0.000676798,5.1283E-05,-0.004734628
2097,1.224545875,1.224629454,1.224710231,1.108063475,1.108141062,1.108216158,1.108293744,1.10836884,1.108446426,0.87505533,0.875116807,0.875182487,8.3579E-05,8.0777E-05,-0.116646756,7.7587E-05,7.5096E-05,7.7586E-05,7.5096E-05,7.7586E-05,-0.233391096,6.1477E-05,6.568E-05
2098,-0.377789603,-0.37943012,-0.382921812,-0.382942746,-0.38598145,-0.389677574,-0.387565548,-0.394720369,-0.395151801,-0.396205169,-0.392371615,-0.330387832,-0.001640517,-0.003491692,-2.0934E-05,-0.003038704,-0.003696124,0.002112026,-0.007154821,-0.000431432,-0.001053368,0.003833554,0.061983783
2099,-0.399727366,-0.398949092,-0.398170739,-0.397392386,-0.396614034,-0.395835681,-0.395057328,-0.394668074,-0.394667918,-0.394667685,-0.394667529,-0.394667374,0.000778274,0.000778353,0.000778353,0.000778352,0.000778353,0.000778353,0.000389254,1.56E-07,2.33E-07,1.56E-07,1.55E-07
2100,-0.359231393,-0.359231082,-0.361958196,-0.36693461,-0.282999367,-0.291477124,-0.292374852,-0.296747775,-0.202702974,-0.20390809,-0.204296799,-0.209303097,3.11E-07,-0.002727114,-0.004976414,0.083935243,-0.008477757,-0.000897728,-0.004372923,0.094044801,-0.001205116,-0.000388709,-0.005006298
2101,-0.381366274,-0.367218886,-0.333955165,-0.360585067,-0.36780051,-0.356736182,-0.383916037,-0.389252912,-0.376848529,-0.385861607,-0.38487034,-0.352018519,0.014147388,0.033263721,-0.026629902,-0.007215443,0.011064328,-0.027179855,-0.005336875,0.012404383,-0.009013078,0.000991267,0.032851821
2102,-0.193816664,-0.263551212,-0.290097925,-0.281287879,-0.35070998,-0.163681529,-0.125052762,-0.179009209,-0.147221572,-0.203027093,-0.217128179,-0.227055327,-0.069734548,-0.026546713,0.008810046,-0.069422101,0.187028451,0.038628767,-0.053956447,0.031787637,-0.055805521,-0.014101086,-0.009927148
2103,0.387134893,0.390020915,0.392058624,0.392361265,0.390956074,0.373681423,0.377206811,0.371056409,0.370338911,0.360592771,0.363147047,0.368298089,0.002886022,0.002037709,0.000302641,-0.001405191,-0.017274651,0.003525388,-0.006150402,-0.000717498,-0.00974614,0.002554276,0.005151042
2104,-0.252175294,-0.262093493,-0.265345423,-0.249360166,-0.263407557,-0.261468757,-0.246031273,-0.239758694,-0.170762421,-0.153956011,-0.181276408,-0.197562127,-0.009918199,-0.00325193,0.015985257,-0.014047391,0.0019388,0.015437484,0.006272579,0.068996273,0.01680641,-0.027320397,-0.016285719
2105,-0.248447575,-0.232125048,-0.231247786,-0.208670656,-0.191674366,-0.223969698,-0.212889495,-0.206442444,-0.208873999,-0.193286634,-0.199226612,-0.194905829,0.016322527,0.000877262,0.02257713,0.01699629,-0.032295332,0.011080203,0.006447051,-0.002431555,0.015587365,-0.005939978,0.004320783
2106,0.015285191,0.01529593,0.01530628,0.015316941,0.01532877,0.015372193,0.015415383,0.015458962,0.015502152,0.015546198,0.015589232,0.015631566,1.0739E-05,1.035E-05,1.0661E-05,1.1829E-05,4.3423E-05,4.319E-05,4.3579E-05,4.319E-05,4.4046E-05,4.3034E-05,4.2334E-05
